income,employment_type,credit_score,loan_amount,interest_rate,tenure_years,market_value,price_trend,fraud_flag,dti_ratio,ltv_ratio,default
59353,self-employed,809,397860,6.698810060507353,29,326864,rising,0,0.5586069785857497,1.2172034852415683,1
82003,self-employed,845,193252,6.949751999002892,16,291428,falling,0,0.1963871240483072,0.663120908080212,0
103211,salaried,526,148538,13.904095172193285,10,549643,stable,0,0.11993069214198745,0.2702445041599729,1
72733,salaried,735,65372,12.499777984520708,18,311237,falling,0,0.07489951832959821,0.21003929481391995,0
85318,salaried,721,341940,14.08228488700323,16,347413,rising,0,0.3339857943224173,0.9842464156493856,1
129953,salaried,320,271035,12.587153211639208,15,463775,rising,0,0.1738032211645749,0.5844105439059889,1
109474,contract,696,410970,10.97155305990302,23,386024,stable,0,0.3128368379706597,1.0646229249994819,1
43664,salaried,404,432736,11.541327370278736,25,194003,falling,0,0.8258824966410162,2.230563444895182,1
87172,salaried,491,405779,13.891279239400099,9,219392,rising,0,0.3879102999434069,1.8495615154609102,1
105616,salaried,316,161022,10.788067545119405,18,129589,stable,0,0.12704987880624147,1.242559167830603,1
145879,contract,419,104040,11.323913243283874,25,330606,stable,0,0.059432817609114404,0.3146948331246257,1
113264,salaried,692,387501,6.564767160036006,28,287348,stable,0,0.28510162099166547,1.3485425337917787,1
135386,salaried,724,252440,9.739212201161028,20,115897,stable,1,0.15538288055387312,2.1781409354858194,1
46736,salaried,428,128356,12.163971119580989,29,269637,stable,0,0.22886711171973068,0.4760325919662361,1
114209,self-employed,429,328355,7.709426983163654,17,242002,rising,0,0.23958634316618363,1.356827629523723,1
123041,salaried,328,417570,7.022541805245349,29,268305,rising,0,0.28281223332060046,1.5563258232235702,1
132859,self-employed,396,317986,8.138268082244156,26,293893,falling,0,0.19945079620750822,1.0819788154192171,1
132181,contract,309,378996,7.415006279928335,26,356524,falling,0,0.2389375174949501,1.0630308198045573,1
20854,salaried,541,437881,7.149126370363959,29,287968,falling,0,1.7497882100955853,1.5205890932325814,1
110084,self-employed,531,358112,9.24850842868087,24,150934,rising,0,0.2710899555490958,2.372639696821127,1
58623,contract,583,329652,14.07838513883534,26,135830,falling,0,0.46860447264725447,2.4269454465140248,1
27392,self-employed,499,203077,10.070596467387183,8,347673,falling,0,0.6178111614096573,0.5841034535324859,1
75680,salaried,378,104575,6.87920380815323,15,332364,rising,0,0.11515041402396053,0.314639973041605,1
146354,salaried,472,200043,5.769716693808741,21,436742,rising,0,0.11390361725678834,0.4580347207275691,1
66717,self-employed,766,468815,11.961561451379252,11,313294,falling,0,0.585576639637074,1.496405931808461,1
139937,salaried,715,116914,8.827987644363878,18,162987,falling,0,0.06962299701532357,0.7173210133323517,0
107092,self-employed,748,299134,13.218309465853594,15,129178,rising,0,0.23277026606406953,2.315672947405905,1
70859,contract,386,117055,11.595107686407701,26,218009,falling,0,0.13766188251786413,0.536927374557931,1
145657,contract,400,137697,12.962414505413685,13,464096,falling,1,0.07877925537392641,0.2966993897814245,1
124095,salaried,307,156239,7.7194603941844875,27,119886,falling,0,0.10491894650603704,1.3032297349148358,1
46309,salaried,499,285469,11.92358922461058,17,129699,rising,1,0.5137032398309904,2.201011572949676,1
107455,contract,804,173106,7.640619846937188,27,156396,falling,0,0.13424689404867154,1.1068441648123992,1
83734,self-employed,386,317499,14.390684794502915,22,170678,rising,0,0.31597976926935295,1.860222172746341,1
90467,salaried,342,366264,11.363742815333744,15,105279,stable,0,0.33738269203134846,3.478984412845867,1
72662,contract,684,350486,8.245118001753422,19,511322,rising,0,0.40195930013854103,0.6854506553600276,0
118506,self-employed,734,52257,7.695118622922727,29,190776,falling,0,0.036747084535804095,0.2739181029060259,0
129751,salaried,707,339508,6.9092658507164355,29,181444,rising,0,0.21805098483505586,1.8711448160313926,1
138906,salaried,782,206044,11.946409588937279,26,448444,falling,0,0.12361117110372002,0.4594642809358582,0
32688,salaried,316,161715,7.1871561299792734,23,193793,falling,1,0.4122690283896231,0.8344728653769744,1
45342,salaried,447,76654,10.953032659274891,5,458422,rising,0,0.14088115507329482,0.16721274284392984,1
57157,salaried,576,261841,7.646350269253573,8,290809,falling,0,0.38175697348239646,0.9003882273244638,1
87863,self-employed,531,393567,11.619689447938686,18,251616,rising,0,0.3732771473771667,1.5641572872949256,1
126308,salaried,665,341464,13.149397285405392,18,445391,rising,0,0.2252852814812469,0.766661203302267,0
72083,salaried,527,70808,12.780252431446531,7,322262,falling,0,0.08185933807786394,0.2197218412347717,1
126081,salaried,735,102389,12.608513309307817,21,88997,rising,0,0.06767408782184997,1.1504769823701924,1
85733,salaried,698,168581,6.877224056922521,7,186102,stable,0,0.1638624178165545,0.9058527044309035,1
109045,contract,510,177927,5.883849469845187,20,427855,falling,0,0.13597368059058187,0.4158581762513001,1
54698,salaried,690,84773,11.989488284873856,18,458189,falling,0,0.12915310736529062,0.1850175364314726,0
130078,salaried,798,232240,8.683472137943513,24,120860,rising,0,0.14878252535658093,1.9215621380109218,1
100623,self-employed,839,470963,9.323462264033473,17,345369,falling,0,0.390039222311665,1.3636516305748345,1
42671,salaried,790,388540,5.31149092793391,19,190114,falling,0,0.7587901228781452,2.043721135739609,1
45184,salaried,741,419836,7.595764492750492,18,532686,rising,1,0.7743080146364495,0.7881491159895323,1
113384,salaried,560,264764,5.33676403874464,28,193218,stable,0,0.19459241750746725,1.3702864122390253,1
62107,salaried,649,107505,13.791857726012477,29,442908,rising,1,0.14424702529505531,0.24272535154027472,1
106202,salaried,651,398040,7.4339668321853045,23,187041,stable,0,0.3123293346641306,2.128089563250838,1
129893,salaried,819,68135,10.573371695730081,10,454368,rising,0,0.043712260604240924,0.14995554264384817,0
71663,salaried,619,140887,5.389793206611304,14,405800,stable,0,0.16383047504756057,0.34718334154756036,0
35708,contract,437,172118,11.66847391305658,19,525096,falling,0,0.4016793622344199,0.327783871901519,1
111906,salaried,849,359521,8.230273457540939,25,272150,rising,0,0.2677254421865971,1.3210398677200073,1
69811,salaried,667,204626,13.979191869576658,26,561862,rising,0,0.24426188805011625,0.36419263093072674,0
22811,self-employed,519,374635,13.881181889340358,24,156290,falling,0,1.368619671795771,2.397050355109092,1
76250,salaried,636,498837,8.252906183617478,10,136633,stable,0,0.5451770491803278,3.6509262037721486,1
132547,self-employed,522,295739,14.009608956904678,27,368799,rising,0,0.18593341732869598,0.8018975105680872,1
92082,salaried,659,370427,14.961576734987789,29,201118,rising,1,0.3352329083498042,1.8418391193229846,1
144249,contract,628,329067,13.254156641239481,14,254673,falling,0,0.19010357090863714,1.2921157719899636,1
54754,salaried,762,359735,13.448713477552289,11,83114,falling,0,0.5475018567897627,4.328211853598671,1
115742,salaried,681,112261,7.490087361090899,26,368646,falling,0,0.08082704060179825,0.3045224958361138,0
126642,salaried,468,366480,10.767023988577563,21,129768,falling,0,0.24115222438053727,2.824116885518772,1
31411,contract,516,386227,5.6725591396736785,22,390272,rising,0,1.0246596203028664,0.98963543374877,1
22911,salaried,677,110948,5.949179368216697,21,493244,stable,1,0.4035470589091121,0.22493532612662293,1
87270,salaried,418,290891,14.988926120332906,13,528781,falling,0,0.2777691837592147,0.5501162106807922,1
103763,salaried,489,214074,8.26639249425911,14,163123,rising,0,0.1719254454863487,1.3123471245624467,1
28680,self-employed,669,338816,12.481839120488463,14,188255,falling,0,0.9844723384472338,1.7997715864120476,1
104896,salaried,448,316357,13.066650530268165,29,246405,falling,1,0.2513259164632906,1.2838903431342708,1
103879,self-employed,787,191365,13.580232710072291,11,83174,rising,0,0.1535159496465439,2.3007790896193523,1
91295,salaried,673,499076,14.976282974021565,20,197769,falling,0,0.4555525129160049,2.523529976892233,1
108614,salaried,459,112507,7.414964852568678,22,377542,rising,0,0.0863202104087257,0.29799863326464343,1
120689,salaried,650,107134,5.4035082685969975,10,509145,falling,0,0.07397387776295547,0.21041942864999166,0
31111,salaried,587,183172,9.11191517994586,24,215393,stable,0,0.4906410380037072,0.8504083233902681,1
57504,salaried,587,291225,6.3008066982894695,5,465693,rising,0,0.4220358583750696,0.6253583369301235,1
21802,salaried,525,243069,5.2242588916205515,5,307043,rising,0,0.9290776075589395,0.7916448184781936,1
28155,self-employed,822,340316,8.604268271414862,16,322580,stable,0,1.0072692831350263,1.05498170996342,1
93656,salaried,821,332276,12.837382510752365,25,266493,stable,0,0.2956528857378776,1.246847009114686,1
59384,salaried,572,298933,10.661806912250709,6,152635,falling,0,0.4194915016390498,1.9584826546991188,1
132561,salaried,701,330343,8.12777989210354,8,365904,falling,0,0.20766728776437515,0.9028133062223971,1
67254,salaried,482,86609,11.543420054927196,21,484576,falling,0,0.10731579782119527,0.17873150960839992,1
41918,salaried,787,224037,7.320181803088107,8,221385,stable,0,0.44538742306407747,1.0119791313774646,1
105981,salaried,423,189088,5.143814460720851,15,472818,stable,0,0.1486807383713433,0.39991709283487514,1
80713,salaried,713,482995,12.643533864364274,26,322878,rising,0,0.4986753476309062,1.495905574241664,1
50306,self-employed,471,344025,11.237430848640091,8,297070,falling,0,0.5698872897865066,1.1580603898071162,1
36646,contract,587,263666,12.6230262450096,5,479017,falling,0,0.5995788535356291,0.5504314043134169,1
66843,salaried,734,336616,5.389380166876656,11,356274,falling,0,0.4196599993018466,0.9448233662854993,1
140975,salaried,412,232885,13.371196278306522,22,487487,falling,0,0.13766329727493054,0.47772555986108345,1
116601,self-employed,421,281440,11.195262000363034,13,489291,falling,0,0.201141785519278,0.5751996255806872,1
110735,salaried,843,307803,10.633953507126401,7,575671,stable,0,0.23163633900754052,0.5346856103573048,0
127512,salaried,521,217093,11.246140481145316,12,449359,rising,0,0.14187749649706172,0.48311706230430457,1
36371,salaried,338,366275,13.644332468683642,28,230056,rising,0,0.8392102682540119,1.5921123552526342,1
97371,self-employed,796,205159,10.86936506558907,23,430239,falling,0,0.17558188098441357,0.4768489142081494,0
131472,self-employed,532,62828,10.809503798881792,8,403086,rising,0,0.03982343515476046,0.15586748237348855,1
22049,salaried,829,408808,14.906791570657658,22,223933,rising,0,1.545073850665941,1.82558175882965,1
51616,salaried,448,182473,12.56730167068568,24,178970,rising,0,0.29460018857201903,1.0195731128122032,1
123727,salaried,696,327337,9.422938054511352,15,162203,falling,0,0.22046993245882737,2.0180699493844134,1
132893,self-employed,601,273461,12.073970000329277,18,544592,stable,0,0.1714794358368512,0.502139216147134,0
146603,salaried,659,488080,8.892304716917884,29,272319,falling,1,0.27743861539895726,1.792309754368957,1
40932,salaried,537,463523,7.28875462483499,22,280173,falling,0,0.9436850548877813,1.6544170922965453,1
137796,self-employed,535,414662,10.968518768877594,20,581946,rising,0,0.25077046261623465,0.7125437755393113,1
49855,salaried,502,331755,14.281820981139514,7,232049,falling,0,0.5545331461237589,1.4296764907411796,1
81434,self-employed,555,224863,14.291395200154627,19,523833,falling,1,0.23010761270886035,0.42926467022887066,1
92694,salaried,534,455166,8.419052781054903,8,530689,falling,0,0.40920124279888664,0.8576887781732804,1
63016,salaried,644,388384,10.27677466221695,9,297726,rising,0,0.5136050103677373,1.304501454357362,1
27400,salaried,833,289719,7.1163589856986125,21,430321,rising,1,0.8811405109489051,0.6732625179807632,1
137858,self-employed,765,258475,14.956311094988834,11,152902,rising,0,0.15624471074100402,1.6904618644622045,1
62642,self-employed,840,314889,14.811179078679357,20,172172,falling,0,0.4189002586124326,1.828921078921079,1
35151,self-employed,512,367387,11.495089297074474,18,226702,stable,0,0.8709733246090675,1.6205723813640815,1
71407,salaried,762,316010,13.044140596774733,20,100056,stable,0,0.3687897078250965,3.1583313344527064,1
86690,self-employed,735,213317,12.151001612837,11,218454,falling,0,0.20505729226746644,0.9764847519386233,1
24499,salaried,582,487940,10.931582190394682,13,135739,falling,0,1.6597276079295753,3.5946927559507587,1
26295,salaried,762,440825,5.533479969888977,8,423829,stable,0,1.3970495024402612,1.0401010785009992,1
140885,self-employed,706,121354,9.54764342552661,26,128639,rising,0,0.07178076681927341,0.9433686518085495,1
146071,salaried,387,101374,11.747863021674105,15,533054,rising,0,0.05783374751547763,0.19017585460384875,1
79040,salaried,343,164397,11.775316138836846,6,519257,stable,0,0.17332679655870445,0.31660045025873507,1
32183,salaried,760,298552,8.731226184223836,16,343136,rising,0,0.7730582398574817,0.8700690105380957,1
49299,salaried,577,436721,14.416919866580306,16,152394,stable,0,0.738218151821876,2.8657361838392585,1
32874,salaried,720,473332,6.6735703223678104,8,409801,stable,0,1.1998641276794224,1.1550289042730495,1
136336,salaried,652,393173,10.003594462155606,22,369304,falling,1,0.24032109396393225,1.0646323895760674,1
52711,salaried,814,405718,11.908839765508228,25,387300,stable,0,0.6414189321646968,1.0475548670281436,1
25539,self-employed,318,463663,11.971358058918092,11,262447,falling,0,1.5129246772909406,1.7666919416110682,1
127941,self-employed,322,342575,11.486389567688155,5,428586,falling,1,0.22313344953272732,0.7993144899740076,1
73351,salaried,712,461124,7.752882134518602,27,230644,rising,0,0.5238783384002945,1.9992889474688265,1
81267,salaried,329,79336,6.5620656868662195,17,460069,rising,0,0.08135323481035762,0.1724436986625919,1
143133,salaried,407,353136,11.359403268267108,10,84136,rising,1,0.20559898835348941,4.197204526005515,1
68354,salaried,666,105350,10.993021161394378,10,141868,falling,0,0.12843676546605418,0.7425917049651789,0
146063,salaried,580,119561,6.7935601028924095,16,424407,rising,0,0.06821314546919252,0.2817130725930534,1
22557,self-employed,427,364099,12.051391455705634,12,374311,rising,0,1.345107209883111,0.9727178736398343,1
58360,salaried,528,111240,9.551719917336564,28,190957,rising,0,0.15884167237834132,0.5825395246050158,1
102018,salaried,410,201165,11.67760591603153,26,95479,falling,0,0.16432149228567508,2.106903088637292,1
22200,salaried,435,449371,13.373670797701507,23,199392,stable,0,1.686828078078078,2.2537062670518377,1
132476,salaried,661,96607,6.697284285769232,9,242448,stable,0,0.06077012691607033,0.3984648254471062,0
88497,contract,485,476703,5.191448679968367,22,215895,falling,0,0.44888809790162376,2.2080316820676718,1
66975,self-employed,428,236740,12.791025863957868,9,336228,stable,0,0.2945626477541371,0.7041055474261513,1
41357,salaried,560,464179,11.09697425152616,29,281528,falling,0,0.9353092181089859,1.648784490352647,1
139121,self-employed,814,231196,11.996395696221217,14,361729,falling,0,0.13848616192618896,0.6391414567258915,0
97505,salaried,748,365014,13.381549749886425,5,314847,falling,0,0.3119617797377912,1.1593377100623476,1
22869,self-employed,403,499763,13.028109348245005,14,490488,rising,0,1.8211079044412377,1.0189097388723067,1
146114,self-employed,782,114110,14.609201469288246,9,368763,stable,0,0.06508046228743766,0.3094399383886127,0
81135,salaried,523,234626,10.359350788521182,16,417213,rising,0,0.2409831351040447,0.5623650269766283,1
70108,salaried,790,202008,9.884956326599053,26,382039,falling,0,0.2401152507559765,0.5287627702930853,0
132296,salaried,772,429039,9.0188719989073,11,345864,falling,0,0.2702519350547258,1.2404846991881202,1
114179,salaried,309,54426,6.536910428442045,13,361411,rising,0,0.039722716086145436,0.15059309207522736,1
110272,self-employed,704,269911,10.726072328820225,26,226768,rising,0,0.20397365907332174,1.1902517109997883,1
58467,salaried,601,339750,7.770125243259788,25,241040,falling,0,0.48424752424444556,1.4095170925987388,1
43328,salaried,530,491048,14.213075122129755,16,395508,rising,0,0.9444393156080748,1.241562749678894,1
139181,self-employed,365,78151,10.831908042770976,27,496561,falling,0,0.04679218667298937,0.1573844905258367,1
111412,contract,411,323452,10.928401805081101,5,131567,falling,1,0.24193384315274238,2.458458428025265,1
106831,salaried,312,290853,8.549246608770101,15,171229,falling,0,0.22687937022025442,1.6986199767562737,1
23987,salaried,692,304595,5.519893519777074,25,534823,falling,0,1.0581947165825933,0.5695248708451207,1
78871,salaried,799,226743,5.317437653729886,19,492601,falling,0,0.2395715789073297,0.46029748214071836,0
42399,salaried,533,140306,9.233351441531976,6,556874,falling,0,0.27576515169382926,0.2519528654596911,1
148391,contract,613,275180,5.845653780972379,24,540116,falling,0,0.1545354277999789,0.5094831480644898,0
66214,salaried,311,419128,11.068469555401391,11,279316,falling,0,0.5274916684286304,1.5005513468616192,1
119522,salaried,508,52204,13.809730056396575,25,276497,falling,0,0.03639776219719661,0.18880494182577026,1
106416,salaried,313,142769,13.829148165187222,16,420662,stable,1,0.11180101363203528,0.33939124522776004,1
90271,salaried,717,137265,11.590454101322324,26,162844,rising,1,0.126715667268558,0.8429232885460932,1
64064,self-employed,736,343275,7.11231831472931,22,243991,falling,0,0.4465261301198801,1.406916648564906,1
145615,self-employed,676,102428,13.629968313588721,7,170697,stable,0,0.05861804530210944,0.6000574116709726,0
90091,salaried,319,83870,13.860934353132082,11,137196,rising,0,0.07757896645243884,0.6113151986938394,1
127450,salaried,369,153547,6.966535849529587,15,195600,rising,0,0.10039688766836669,0.7850051124744376,1
60818,salaried,510,285990,12.374260857706773,22,180625,falling,0,0.3918658949653063,1.5833356401384082,1
65525,contract,400,99067,7.86519548927123,16,552617,rising,0,0.12599135190130994,0.1792688245204183,1
39830,self-employed,431,288083,13.026403123529297,10,473711,rising,0,0.6027345384551008,0.6081408284798115,1
37429,salaried,680,162217,14.972378999036026,9,386899,stable,0,0.36116602990551,0.4192747978154505,0
26893,self-employed,431,464823,5.300260053293928,5,540900,falling,0,1.4403469304279923,0.859351081530782,1
136381,self-employed,319,468184,13.973658657909318,16,113324,rising,0,0.28607601743155814,4.1313755250432385,1
99909,salaried,835,148934,11.22630533598658,15,421073,stable,0,0.12422471115381664,0.35370113970736666,0
67333,contract,526,192980,14.733826191648213,8,474768,stable,0,0.23883781602879223,0.40647221379705456,1
23436,salaried,453,469639,9.650095175264276,22,131272,falling,0,1.6699344313591626,3.5776022304832713,1
94290,salaried,768,386851,13.473879305713737,8,509069,rising,0,0.34189822179799906,0.7599185964967421,0
96213,salaried,704,259329,5.623940685982772,21,329264,stable,0,0.2246136177023895,0.787602045774819,0
25895,salaried,501,307354,8.352790500782957,6,243996,falling,0,0.9891034305206925,1.2596681912818244,1
39738,salaried,337,111215,5.6701653775121,28,416606,falling,0,0.2332255439797339,0.26695486862887235,1
50746,self-employed,487,236907,14.753431334790704,26,307459,stable,0,0.3890405155086115,0.7705320058934687,1
69377,salaried,356,361573,13.169739072718368,6,234961,falling,0,0.43430940129053336,1.538863896561557,1
68404,self-employed,319,394296,13.525474212459706,16,316538,rising,0,0.4803520261972984,1.2456513909862323,1
74045,salaried,572,158048,14.379652314338943,10,134675,falling,0,0.17787381547257297,1.173551141637275,1
117888,salaried,418,219530,5.851034861197854,14,595447,rising,0,0.15518260269634454,0.36868100771353285,1
149307,salaried,815,227241,8.855975925133333,29,153591,falling,0,0.12683095903072195,1.4795202843916635,1
59790,salaried,520,188731,5.710348890440021,27,543406,falling,0,0.2630470535764063,0.3473112184996117,1
127455,self-employed,825,289977,7.107931015500286,29,233706,rising,0,0.189594366639206,1.2407768735077405,1
25600,salaried,814,389384,7.293657770376724,25,374507,falling,0,1.2675260416666667,1.039724224113301,1
114660,salaried,635,476009,9.691072110475787,27,274824,rising,0,0.3459568870283156,1.73205033039327,1
113179,salaried,354,163688,7.685621674536426,20,419148,rising,0,0.12052294742546468,0.3905255422905513,1
60764,self-employed,799,358617,6.009781068177611,18,529614,falling,0,0.49181670067803307,0.6771290033873727,0
94543,contract,835,408906,6.674910890941077,11,309530,rising,0,0.36042329945104346,1.3210545019868833,1
65714,self-employed,461,270460,6.472755635520909,23,382862,falling,0,0.3429761288817198,0.7064164111350826,1
76835,salaried,458,419100,14.730767979122984,27,193627,rising,0,0.45454545454545453,2.1644708640840378,1
122946,salaried,487,430596,12.592925069184737,21,293988,falling,1,0.2918598409057635,1.464672027429691,1
148191,salaried,359,236823,14.67761465269562,13,369014,stable,0,0.1331744167999406,0.6417723988791754,1
129616,salaried,618,438455,9.397404865079086,17,117394,falling,0,0.2818935676665432,3.734901272637443,1
125983,salaried,510,259987,7.783684816626566,26,394201,falling,0,0.17197227668283288,0.6595290219963927,1
93744,salaried,705,497470,12.982931972091867,9,159795,stable,0,0.44222385788246005,3.113176257079383,1
76491,salaried,408,319150,8.262539180411467,27,422553,rising,0,0.34769885781769533,0.7552898689631833,1
144123,salaried,375,299243,7.993833737053483,9,355160,rising,0,0.1730252400148947,0.8425582835904945,1
38589,self-employed,841,124218,7.325059922078312,14,122137,falling,0,0.26825001943559046,1.017038243939183,1
63484,salaried,613,246416,6.296789782242353,25,473369,rising,0,0.3234620796841199,0.5205579579566891,0
102989,salaried,416,477056,7.56463061016766,14,218925,stable,0,0.38600886178782845,2.1790841612424345,1
56212,self-employed,318,82430,8.553197484738877,11,92379,rising,0,0.12220107213169193,0.8923023630911787,1
63525,salaried,731,73091,11.739942081457304,19,489008,falling,0,0.09588219860947134,0.14946790236560548,0
67202,self-employed,649,307125,5.625648422194516,11,201169,falling,0,0.3808480402368977,1.5267014301408268,1
52635,salaried,482,476199,7.1050693966534295,19,249439,rising,0,0.7539327443716158,1.9090799754649432,1
83208,salaried,412,73989,13.090236402916764,7,229172,falling,0,0.07410044707239688,0.32285357722583913,1
53828,self-employed,482,125451,6.469219235837707,23,206082,rising,0,0.194215835624582,0.6087431216700149,1
38711,self-employed,780,68990,8.426451465225215,14,455233,falling,0,0.1485150646241809,0.1515487673345298,0
23420,self-employed,445,402414,13.6465892185814,19,536672,rising,0,1.4318744662681469,0.7498322998032317,1
116752,salaried,412,392504,6.549253111434426,7,91049,stable,0,0.2801550865652551,4.310909510263704,1
20301,salaried,775,300541,5.827368356181899,10,474002,stable,0,1.233687174687618,0.6340500672992941,1
65236,salaried,602,348225,9.845379950800108,16,543120,rising,0,0.4448272426267705,0.6411566504639858,0
135294,salaried,417,192105,8.024195112785364,19,241771,rising,0,0.11832564637012728,0.7945742045158435,1
137858,contract,460,420416,10.63408364483854,10,464928,falling,0,0.25413589829147865,0.9042604446279854,1
86235,salaried,700,328385,13.038048904834751,17,389835,rising,0,0.31733538199880174,0.8423692074852182,0
74240,contract,497,174932,6.371484881527431,23,248112,stable,0,0.1963586566091954,0.7050525569097826,1
144019,salaried,559,318083,10.806990845542849,7,329527,falling,0,0.18405152560888957,0.9652714345106774,1
85726,salaried,346,163000,10.055087603898638,12,304062,rising,0,0.15845056731135634,0.5360748794653722,1
30492,salaried,698,228634,6.440787860131996,12,137986,stable,0,0.6248469543924089,1.6569362109199484,1
135668,self-employed,377,85063,11.239984855289824,27,511978,falling,0,0.05224948649153325,0.1661458109528144,1
121279,self-employed,423,257793,7.7364041786077165,24,234672,stable,0,0.1771349532895225,1.0985247494375128,1
26102,self-employed,374,208117,9.878343185440125,19,436918,stable,0,0.6644350369064951,0.4763296545347182,1
70336,self-employed,436,487985,5.822723242770619,8,301849,rising,0,0.5781593588868669,1.6166526972095319,1
138015,self-employed,699,359262,9.59584057213623,23,493026,rising,0,0.21692207368764266,0.7286877365493909,0
105314,self-employed,804,134703,8.064634680428203,25,296775,stable,0,0.10658839280627457,0.4538893100833965,0
143007,salaried,799,464841,13.223812111853544,7,560563,stable,0,0.2708731041137846,0.8292395323986778,0
46641,salaried,437,285796,5.569787269973682,17,185315,rising,0,0.5106308469658312,1.5422173056687263,1
54584,salaried,349,178557,9.1860727491833,12,399348,stable,0,0.2726027773706581,0.4471213077316025,1
52745,contract,553,339220,9.584314241314381,27,362229,falling,0,0.5359433753594337,0.9364794094343634,1
140542,contract,725,303317,12.250060762991186,20,257926,rising,0,0.17984955861355797,1.1759845847258517,1
43093,salaried,846,245877,10.74287575090211,17,548013,stable,0,0.4754774557352702,0.44867001330260414,0
86105,self-employed,601,356749,11.672123371941812,7,295341,rising,0,0.3452654704527418,1.207922367703773,1
123746,contract,648,396709,12.770492856517562,20,250851,stable,0,0.26715274298428504,1.581452734890433,1
120199,salaried,348,351265,13.622029736581888,13,267279,rising,0,0.24353017357326878,1.3142259586424672,1
71885,salaried,373,343577,8.138754967224706,18,305687,falling,0,0.3982947300085785,1.123950315191683,1
56631,contract,560,93309,10.380227053639029,17,376124,rising,0,0.1373055393688969,0.24808042028692665,1
131217,salaried,655,379612,13.401080784391999,25,398261,falling,0,0.24108410749623396,0.9531739236329945,1
92991,self-employed,559,487470,14.894511309650564,29,225213,falling,0,0.4368433504317622,2.1644842882071638,1
24014,salaried,594,379437,13.895193110437631,11,220416,rising,0,1.31672149579412,1.7214585148083623,1
31093,contract,612,408402,8.714672626243768,19,578224,falling,0,1.0945711253336763,0.7063041312709262,1
38070,contract,481,481069,6.951665172186504,11,95896,falling,0,1.0530360738989581,5.0165700342037205,1
55777,contract,663,350549,9.893925374065887,10,169353,rising,0,0.5237358887474527,2.0699308544873727,1
76958,salaried,487,93527,12.416414518360423,6,109813,stable,0,0.10127493784488509,0.8516933332119148,1
102074,self-employed,842,389371,9.925690707532976,13,295503,rising,0,0.31788294113420984,1.3176549815061098,1
30729,self-employed,847,443708,9.831808633136685,26,145679,falling,0,1.2032824584811308,3.0457924615078356,1
119713,salaried,707,274490,13.382304210818006,28,221753,falling,0,0.19107504336760975,1.237818654088107,1
65017,self-employed,713,189883,8.614037790671864,21,283975,falling,0,0.2433760913812285,0.6686609736772603,0
86320,salaried,641,143344,13.597946748116456,9,345372,rising,0,0.1383843064565956,0.4150423311675527,0
47751,salaried,519,205344,9.068048009517236,16,477798,falling,0,0.3583589872463404,0.4297715771099921,1
126400,salaried,462,273564,8.282331056783395,5,289755,falling,0,0.18035601265822784,0.9441217580369623,1
125864,salaried,519,97153,9.53989911199699,14,353541,falling,0,0.06432405877243162,0.2747998110544463,1
98069,salaried,569,158042,12.624469586748685,15,512015,stable,0,0.1342949012090127,0.308666738279152,1
125647,self-employed,699,104110,6.260020278639943,20,379155,falling,0,0.06904926765727262,0.27458427292268334,0
125510,salaried,481,195051,6.964192158720174,18,159183,rising,0,0.1295056170823042,1.2253255686850983,1
74748,self-employed,504,291131,14.514448256630919,12,435398,rising,0,0.3245694422147304,0.6686548858745331,1
25801,salaried,527,289173,6.754916273813574,28,517480,rising,0,0.9339851168559358,0.5588100023189302,1
39190,salaried,549,78328,10.677273179310546,21,122317,rising,0,0.16655609424172832,0.6403688775885609,1
69689,salaried,740,162911,10.793144666619378,29,258986,rising,0,0.19480716708040963,0.6290340018379372,0
124290,self-employed,832,325011,9.896244620502447,22,295705,rising,0,0.21791173867567784,1.0991055274682537,1
70993,salaried,495,109234,11.447452485768185,16,444633,rising,0,0.1282215617502195,0.2456722735379515,1
49592,self-employed,818,337995,7.2982672579761845,29,597453,rising,0,0.5679595499274076,0.5657265090308359,1
30647,self-employed,369,343423,10.526622677767481,21,256326,rising,0,0.9338135325915533,1.3397899549792063,1
28716,self-employed,698,298503,8.721732552468971,18,382240,rising,0,0.8662505223568742,0.7809308287986605,1
108891,salaried,502,277135,11.61667259629189,20,395929,rising,0,0.2120890003153,0.6999613567078946,1
107545,salaried,447,123402,6.412235433731494,18,132344,falling,0,0.09562043795620438,0.9324336577404341,1
137638,self-employed,771,327593,10.708774168394761,13,326060,falling,0,0.19834214872830663,1.0047015886646629,1
109912,salaried,498,388365,6.852703553833237,8,555859,rising,0,0.2944514702671228,0.6986753835055293,1
130627,self-employed,725,401224,7.786430631150364,29,462526,falling,0,0.25596035531194417,0.8674625858870636,1
90316,salaried,791,55451,7.187098003235832,27,279618,rising,0,0.05116387646338043,0.19830983699189608,0
146995,contract,441,137178,6.828377798688171,15,544307,rising,0,0.07776795129086023,0.25202321484015455,1
22368,self-employed,612,484532,13.25710951560667,10,538819,rising,0,1.8051531950405342,0.8992481705359313,1
97575,contract,464,375905,7.857075676608903,19,239484,falling,0,0.32103937142369116,1.5696455713116535,1
26655,salaried,613,286562,14.271237818644494,9,190489,falling,0,0.8958982054648909,1.504349332507389,1
126477,self-employed,320,351014,14.699265253451909,15,524874,rising,1,0.23127656938942787,0.6687585973014476,1
