income,age,employment_type,credit_score,past_repayment_history,transaction_behaviour,cash_flow_volatility,rent_payment_on_time,utility_bills_on_time,loan_amount,interest_rate,tenure_years,loan_to_value_ratio,debt_to_income_ratio,loan_to_income_ratio,cross_loan_exposure,declared_value,market_value,price_trend,crime_index,natural_disaster_risk,unemployment_rate,overvaluation_detected,document_consistency_check,synthetic_identity_detected,anomaly_patterns,industry,industry_growth_rate,regional_unemployment,regional_inflation,recession_indicator,portfolio_concentration_risk
45449,55,freelancer,582,mixed,moderate,medium,True,True,995327,10.66,24,0.86,0.76,3.42,2,956435,285139,rising,low,low,13.4,True,failed,True,multiple_ids_used,manufacturing,3.1,6.8,4.7,False,low
146301,24,self_employed,372,late_payments,moderate,high,True,False,61852,10.67,30,0.87,0.32,2.86,0,435166,803471,falling,medium,low,9.6,True,passed,False,"none,multiple_ids_used",construction,-0.8,9.9,5.4,False,high
90789,26,self_employed,352,late_payments,spending_heavy,high,True,False,72780,8.83,26,0.77,0.62,2.72,3,808184,924054,falling,low,low,5.5,False,passed,True,"sudden_address_change,multiple_ids_used",construction,-1.2,8.9,9.7,True,medium
20605,31,self_employed,323,good,frugal,low,True,True,655088,11.66,14,0.81,0.26,4.9,4,722181,310180,rising,high,medium,14.5,False,failed,True,"sudden_address_change,unusual_large_transaction",manufacturing,-1.4,4.8,4.1,False,high
28561,40,freelancer,567,late_payments,frugal,low,True,False,604902,8.2,19,0.7,0.41,1.23,5,679138,526746,falling,medium,medium,14.1,True,failed,True,unusual_large_transaction,healthcare,7.0,10.7,8.2,True,high
125705,28,self_employed,351,good,frugal,low,False,True,330135,8.76,28,0.91,0.66,4.16,3,320172,209739,rising,high,medium,13.6,False,failed,True,none,IT,2.6,11.0,3.7,True,high
134111,33,self_employed,449,good,frugal,medium,True,False,386383,11.71,13,0.78,0.45,3.06,4,873353,465826,falling,medium,high,7.9,True,failed,True,none,healthcare,6.2,2.6,3.2,False,medium
59455,38,contract,774,late_payments,spending_heavy,low,False,False,779572,6.66,10,0.61,0.42,5.17,1,994920,691149,stable,medium,medium,9.9,True,failed,True,none,construction,4.1,10.1,2.2,True,low
147517,22,self_employed,447,mixed,spending_heavy,high,False,False,391633,6.61,10,0.71,0.45,1.42,5,405408,179607,falling,high,medium,8.3,True,failed,True,"sudden_address_change,multiple_ids_used",hospitality,4.7,10.1,9.1,True,medium
33186,62,freelancer,796,good,frugal,medium,True,True,403104,9.54,12,0.7,0.23,3.91,3,656032,776562,falling,high,high,9.4,False,failed,False,"sudden_address_change,multiple_ids_used",IT,8.0,2.5,9.1,True,high
50681,22,contract,767,mixed,spending_heavy,medium,False,True,457891,9.5,8,0.51,0.41,2.22,3,322896,917625,falling,medium,low,4.0,False,passed,True,"none,sudden_address_change",manufacturing,7.8,3.2,6.9,False,high
26340,34,contract,723,late_payments,spending_heavy,medium,False,False,238877,6.76,30,0.63,0.24,4.66,0,524488,759341,falling,low,medium,8.2,True,passed,False,unusual_large_transaction,hospitality,2.2,2.7,9.6,True,medium
51478,48,self_employed,495,mixed,spending_heavy,high,False,True,406458,11.33,23,0.71,0.47,2.03,5,980714,456783,rising,medium,medium,13.4,True,passed,False,unusual_large_transaction,retail,-1.7,9.3,1.9,True,low
37354,36,contract,472,late_payments,spending_heavy,low,False,False,240202,10.49,23,0.8,0.62,5.82,1,407437,573339,rising,medium,medium,13.2,True,failed,False,unusual_large_transaction,manufacturing,2.7,6.9,5.8,False,medium
119092,56,salaried,319,late_payments,spending_heavy,high,False,False,948153,8.29,30,0.92,0.3,2.86,4,593200,857337,rising,high,medium,12.1,True,passed,True,unusual_large_transaction,IT,6.3,10.4,5.9,True,medium
77598,56,salaried,334,good,spending_heavy,low,False,False,565273,9.64,25,0.7,0.55,3.36,4,835832,543121,stable,medium,low,14.6,False,failed,False,none,IT,-4.6,2.2,7.4,False,high
52666,31,freelancer,300,default,frugal,high,False,True,650228,7.46,25,0.85,0.2,4.18,4,161346,713485,stable,low,medium,14.5,False,passed,False,"none,sudden_address_change",manufacturing,3.2,10.0,8.5,False,low
71626,28,salaried,342,good,moderate,low,True,False,477036,8.1,9,0.7,0.6,4.65,2,593257,484331,stable,high,high,9.7,False,passed,True,unusual_large_transaction,hospitality,7.6,6.5,8.1,True,medium
143335,26,salaried,653,good,frugal,high,False,False,158715,6.57,20,0.85,0.67,2.55,5,100349,893185,falling,high,low,13.4,False,passed,True,"none,multiple_ids_used",healthcare,7.1,5.4,9.6,False,high
49405,33,contract,529,late_payments,frugal,high,False,True,526279,7.9,21,0.62,0.77,3.12,1,443716,807470,rising,medium,medium,7.2,True,failed,False,sudden_address_change,IT,3.2,9.4,9.9,True,low
45304,36,self_employed,631,good,frugal,high,True,True,93332,5.1,12,0.54,0.49,1.26,0,849477,611981,falling,low,medium,6.8,False,failed,True,multiple_ids_used,manufacturing,4.5,2.0,3.1,True,medium
136979,48,contract,344,default,spending_heavy,low,True,False,333405,8.79,30,0.78,0.61,2.84,4,965441,618753,rising,medium,low,8.4,True,failed,False,"none,sudden_address_change",manufacturing,-1.6,8.6,7.0,True,medium
60971,51,salaried,535,late_payments,frugal,high,True,False,826483,8.47,30,0.83,0.65,1.93,0,136687,843816,stable,low,high,8.1,True,passed,False,"unusual_large_transaction,sudden_address_change",construction,-2.7,9.6,4.4,False,high
57754,21,salaried,678,good,moderate,low,True,False,600848,7.37,8,0.54,0.27,4.49,2,230207,682382,stable,medium,high,7.7,True,passed,False,"sudden_address_change,unusual_large_transaction",IT,4.1,10.7,3.8,True,low
86809,38,self_employed,466,good,moderate,low,False,True,706312,8.25,16,0.77,0.75,3.33,5,735227,668811,rising,low,medium,3.5,False,passed,True,multiple_ids_used,IT,-4.2,9.4,7.4,True,high
69546,58,freelancer,640,late_payments,moderate,high,False,False,895083,11.45,23,0.67,0.18,4.1,4,985603,349735,rising,medium,low,9.1,False,passed,True,sudden_address_change,hospitality,-3.4,6.2,4.9,False,medium
98585,32,freelancer,642,default,frugal,high,False,False,498909,11.38,19,0.52,0.77,4.33,5,835204,679236,falling,medium,high,4.9,True,passed,False,unusual_large_transaction,manufacturing,7.6,10.4,8.0,False,high
56921,35,self_employed,504,default,spending_heavy,medium,True,True,104026,5.07,16,0.5,0.71,2.18,2,550784,485586,stable,medium,medium,6.7,True,passed,False,multiple_ids_used,construction,2.9,8.4,6.8,True,low
81271,36,self_employed,414,default,frugal,low,True,False,150985,5.78,16,0.58,0.44,5.14,5,295073,137960,rising,low,medium,13.9,True,failed,False,"sudden_address_change,unusual_large_transaction",IT,-3.1,5.2,3.1,False,medium
40317,62,contract,478,mixed,moderate,low,False,True,840191,6.05,10,0.88,0.63,2.8,2,107774,672736,stable,medium,high,4.9,True,passed,False,unusual_large_transaction,IT,3.4,7.0,2.2,True,high
105327,50,salaried,554,default,moderate,medium,True,True,687423,8.96,17,0.73,0.64,2.42,0,939908,266218,stable,high,medium,12.3,True,passed,True,unusual_large_transaction,hospitality,7.4,9.1,1.9,False,low
39661,40,freelancer,678,mixed,moderate,medium,True,True,377641,10.09,18,0.62,0.5,2.71,1,557607,434127,rising,high,high,7.0,False,passed,False,unusual_large_transaction,IT,0.3,9.5,3.8,False,medium
32104,44,self_employed,723,good,spending_heavy,high,False,True,898602,11.21,29,0.95,0.24,4.11,0,413018,900607,stable,medium,medium,8.5,True,passed,True,multiple_ids_used,healthcare,-3.8,4.2,7.8,True,low
21077,37,freelancer,736,default,moderate,low,True,False,664927,5.67,30,0.54,0.11,3.57,1,802930,947732,stable,low,medium,6.5,True,failed,True,none,healthcare,-1.2,9.2,5.2,True,medium
65059,32,contract,516,mixed,spending_heavy,medium,True,False,203339,10.22,8,0.62,0.52,1.3,1,675950,416195,falling,low,medium,11.5,True,failed,True,"sudden_address_change,multiple_ids_used",construction,4.8,10.4,3.9,False,medium
46376,34,contract,531,late_payments,moderate,high,False,True,960045,5.81,12,0.77,0.42,4.08,2,174582,837535,falling,high,high,14.4,True,failed,True,"none,multiple_ids_used",hospitality,3.3,7.5,8.9,True,medium
138205,44,freelancer,633,mixed,moderate,high,False,False,124089,9.44,5,0.78,0.41,4.68,4,591497,821449,falling,high,high,10.7,False,failed,False,unusual_large_transaction,healthcare,4.7,7.4,3.3,False,medium
127935,25,freelancer,363,mixed,frugal,medium,False,True,185293,11.17,30,0.63,0.43,5.54,3,153295,770580,stable,high,high,12.4,True,passed,True,sudden_address_change,hospitality,-0.8,6.9,2.9,True,high
94481,41,contract,845,mixed,frugal,low,False,False,515704,10.71,10,0.5,0.69,4.98,4,473583,832318,rising,medium,high,11.0,True,failed,True,"none,unusual_large_transaction",construction,7.2,3.3,2.9,False,high
125155,24,self_employed,555,default,moderate,low,True,True,191513,11.08,23,0.91,0.72,1.27,0,580634,588819,falling,medium,medium,8.0,False,passed,True,multiple_ids_used,IT,5.7,5.7,6.3,False,high
35483,21,contract,465,default,spending_heavy,low,True,False,705691,10.6,28,0.63,0.53,3.22,0,481999,651958,rising,low,low,10.5,True,failed,False,multiple_ids_used,retail,-2.1,10.4,7.6,False,medium
53390,45,contract,606,default,moderate,medium,False,False,62859,10.08,19,0.77,0.48,2.41,2,431045,793222,rising,low,medium,11.6,False,failed,True,sudden_address_change,retail,-3.7,2.8,7.4,True,high
75084,58,freelancer,724,good,spending_heavy,low,True,True,485494,6.35,25,0.68,0.29,4.62,1,976162,587352,stable,low,low,8.1,True,passed,True,"unusual_large_transaction,multiple_ids_used",IT,1.7,2.0,5.3,False,medium
30217,32,contract,821,default,spending_heavy,low,True,True,423288,6.4,12,0.64,0.7,3.82,0,656128,91249,stable,medium,low,10.0,False,failed,True,"sudden_address_change,none",healthcare,-2.6,6.9,9.3,False,high
85782,52,salaried,580,good,moderate,medium,False,True,131779,9.27,5,0.67,0.28,2.43,4,988964,350055,falling,medium,medium,11.1,True,passed,True,sudden_address_change,construction,-1.7,4.6,8.9,True,high
121089,49,self_employed,494,mixed,frugal,high,True,True,557769,8.0,17,0.58,0.28,4.41,0,275305,254890,rising,medium,medium,12.8,True,passed,True,sudden_address_change,healthcare,-4.7,7.2,9.7,True,medium
39036,54,contract,848,mixed,moderate,high,True,False,62668,8.09,18,0.85,0.67,2.98,1,234141,846770,stable,low,medium,11.8,True,passed,False,sudden_address_change,retail,-4.3,8.3,2.8,False,high
20790,43,self_employed,432,late_payments,frugal,medium,False,True,344108,6.89,8,0.57,0.11,1.62,3,985319,389042,falling,low,medium,4.0,True,passed,True,multiple_ids_used,healthcare,-3.8,3.3,9.0,False,high
136031,37,contract,653,default,frugal,high,True,False,510340,11.37,25,0.78,0.27,4.1,5,865649,335248,rising,high,low,5.5,False,passed,True,"sudden_address_change,multiple_ids_used",hospitality,5.6,5.9,5.3,False,low
126044,58,self_employed,632,default,frugal,high,False,True,273224,7.72,17,0.76,0.22,3.03,0,389889,524199,falling,low,high,10.9,False,failed,False,unusual_large_transaction,hospitality,-0.1,3.2,3.0,True,medium
66013,38,contract,716,good,spending_heavy,high,False,False,756338,10.06,13,0.56,0.73,3.73,3,804378,825366,falling,high,low,9.9,True,failed,True,sudden_address_change,retail,0.3,6.9,9.1,False,low
88452,26,contract,833,late_payments,frugal,medium,False,False,360786,7.96,23,0.62,0.52,5.96,4,794166,507644,rising,medium,low,13.9,True,failed,False,"unusual_large_transaction,multiple_ids_used",manufacturing,-4.5,10.3,5.4,False,medium
27326,25,contract,758,good,frugal,medium,True,True,901745,10.19,13,0.69,0.2,1.65,3,824151,718288,stable,high,low,14.6,True,failed,True,"sudden_address_change,multiple_ids_used",construction,-0.7,2.5,6.8,False,low
21485,61,self_employed,835,late_payments,moderate,high,True,False,756262,5.62,21,0.93,0.29,3.67,4,278796,785622,rising,high,low,3.9,True,failed,True,unusual_large_transaction,IT,-3.8,9.3,4.0,False,high
47201,56,salaried,787,late_payments,spending_heavy,high,False,True,370711,9.94,25,0.56,0.4,4.61,0,116823,713291,rising,high,low,11.2,False,passed,False,unusual_large_transaction,construction,2.8,10.9,6.2,False,high
145696,41,self_employed,313,default,frugal,medium,True,False,487026,8.51,17,0.51,0.14,1.1,5,241884,109052,rising,high,low,4.8,True,passed,True,none,healthcare,0.7,2.9,8.1,True,low
94351,57,self_employed,457,good,moderate,high,False,False,405719,7.86,5,0.94,0.4,2.75,4,260287,179726,falling,medium,medium,13.1,True,failed,False,"none,multiple_ids_used",manufacturing,6.2,4.0,3.5,True,medium
36494,35,salaried,395,late_payments,spending_heavy,medium,True,True,439258,7.34,22,0.67,0.65,4.4,0,997911,589019,falling,high,high,13.0,True,passed,True,"multiple_ids_used,unusual_large_transaction",IT,3.6,3.7,2.1,False,low
84780,54,self_employed,563,default,spending_heavy,medium,True,True,93422,10.35,21,0.77,0.49,3.64,5,666657,240932,stable,medium,low,14.3,True,passed,False,sudden_address_change,hospitality,8.0,4.7,2.6,False,high
93353,45,freelancer,321,mixed,moderate,medium,True,False,848294,7.55,14,0.91,0.25,1.93,4,844149,735555,stable,high,high,13.6,False,failed,True,none,IT,-2.1,6.5,2.0,True,high
48014,30,freelancer,849,default,spending_heavy,high,True,False,149661,11.36,11,0.51,0.76,1.0,3,226896,346909,rising,high,medium,6.5,False,passed,True,"unusual_large_transaction,sudden_address_change",healthcare,4.6,6.1,8.7,False,low
32980,57,freelancer,498,default,moderate,low,True,False,266336,10.27,20,0.59,0.17,2.09,5,757701,723483,rising,low,medium,7.2,False,failed,True,none,manufacturing,1.2,11.8,5.7,False,high
117145,63,self_employed,320,good,frugal,low,True,True,647425,8.06,6,0.8,0.71,5.13,3,786970,483416,rising,medium,medium,11.2,False,passed,False,"none,unusual_large_transaction",construction,-4.6,5.3,2.4,True,low
58546,22,contract,506,good,frugal,medium,False,False,597408,11.23,29,0.82,0.71,1.06,2,356337,655303,falling,medium,low,8.5,True,failed,False,sudden_address_change,IT,-2.0,8.5,4.0,True,high
56452,39,freelancer,302,late_payments,moderate,medium,False,True,547809,5.71,18,0.57,0.22,3.11,4,818254,100538,falling,low,medium,10.5,False,failed,False,"unusual_large_transaction,sudden_address_change",manufacturing,3.6,4.4,7.8,True,high
115081,46,self_employed,466,good,spending_heavy,medium,False,False,114039,7.59,13,0.76,0.57,4.72,5,223943,333957,rising,high,medium,13.5,False,failed,True,"none,unusual_large_transaction",manufacturing,-0.1,5.0,7.5,False,low
43009,24,self_employed,502,mixed,moderate,medium,False,False,138155,9.51,11,0.86,0.53,4.72,3,765281,932758,stable,low,high,6.2,False,failed,True,"sudden_address_change,unusual_large_transaction",retail,2.5,9.6,1.6,True,low
100613,52,self_employed,796,good,spending_heavy,high,True,True,225577,5.17,12,0.6,0.54,2.93,2,384134,473853,rising,low,low,5.7,False,passed,False,multiple_ids_used,manufacturing,0.0,5.6,7.5,False,medium
33923,36,freelancer,338,good,moderate,low,False,True,449547,11.87,9,0.85,0.35,5.51,5,744971,638110,stable,high,high,6.4,False,passed,False,sudden_address_change,hospitality,5.0,2.8,2.7,True,medium
119186,64,self_employed,606,good,frugal,low,False,True,166337,9.94,10,0.89,0.26,5.97,3,485953,152114,rising,low,medium,14.6,False,failed,False,multiple_ids_used,healthcare,7.5,6.3,9.5,False,medium
92854,43,contract,672,late_payments,spending_heavy,high,True,False,728591,11.44,26,0.72,0.37,3.29,0,416579,343090,stable,high,medium,13.0,True,passed,False,"unusual_large_transaction,none",manufacturing,-2.6,6.1,4.9,True,low
94422,63,self_employed,770,mixed,spending_heavy,high,True,True,808895,10.21,18,0.87,0.3,2.04,5,235684,576642,stable,high,low,6.6,True,passed,True,unusual_large_transaction,manufacturing,7.7,10.6,7.2,True,medium
54729,51,salaried,727,good,moderate,high,True,True,944081,6.61,9,0.6,0.61,4.78,3,741848,590189,stable,high,high,7.3,True,failed,True,none,retail,6.7,2.1,3.8,True,low
35300,64,self_employed,643,late_payments,moderate,low,True,False,370786,6.83,11,0.83,0.3,1.09,2,270857,588683,rising,high,low,6.6,True,passed,False,"sudden_address_change,multiple_ids_used",manufacturing,-2.6,11.7,2.3,True,high
77826,38,self_employed,820,default,moderate,low,True,False,855548,11.44,11,0.72,0.69,3.94,2,111562,279731,stable,medium,low,12.5,True,failed,True,"multiple_ids_used,sudden_address_change",construction,0.9,8.0,6.2,False,medium
133953,42,freelancer,579,mixed,frugal,high,False,False,214754,6.28,19,0.64,0.29,3.48,2,496027,351996,falling,low,low,12.5,True,passed,True,unusual_large_transaction,construction,-2.6,8.6,3.2,True,low
33243,39,freelancer,661,default,moderate,medium,True,False,371926,6.8,12,0.61,0.55,1.42,4,485952,477457,rising,high,high,8.3,False,passed,True,sudden_address_change,construction,6.5,4.3,5.5,True,high
70285,25,salaried,608,mixed,spending_heavy,medium,True,False,599859,9.18,19,0.75,0.46,1.8,5,285909,560123,rising,high,medium,4.8,True,passed,False,unusual_large_transaction,construction,7.8,6.5,2.9,False,low
48706,32,self_employed,582,late_payments,frugal,low,False,True,353702,11.78,27,0.88,0.29,5.8,0,385363,829978,stable,high,high,6.0,True,failed,True,"sudden_address_change,none",hospitality,-0.4,9.5,1.0,False,medium
80660,38,contract,439,late_payments,spending_heavy,low,True,True,121400,5.93,28,0.92,0.29,3.99,2,258935,545584,falling,low,low,14.0,False,failed,True,"sudden_address_change,multiple_ids_used",hospitality,-0.5,9.5,7.5,False,medium
82438,62,contract,814,mixed,moderate,low,False,False,375228,7.35,7,0.68,0.74,3.92,0,410573,551391,rising,low,medium,6.7,True,passed,True,"none,unusual_large_transaction",hospitality,-2.7,10.9,2.0,True,low
127904,58,contract,637,default,frugal,high,False,True,232931,11.77,6,0.83,0.11,4.66,0,633661,414606,falling,high,high,5.1,True,failed,False,none,IT,7.9,7.7,2.6,False,medium
53890,41,salaried,561,mixed,spending_heavy,low,True,False,903743,8.79,22,0.64,0.59,5.15,2,525904,102392,falling,medium,low,12.1,False,failed,True,"sudden_address_change,none",IT,-3.0,3.0,1.9,False,high
117645,62,self_employed,533,default,moderate,low,True,True,276515,9.69,11,0.59,0.42,2.29,2,857751,160157,rising,low,medium,14.3,True,passed,True,multiple_ids_used,IT,7.1,8.5,8.8,True,high
80775,52,salaried,543,default,spending_heavy,medium,True,True,584730,5.16,5,0.78,0.17,4.2,0,741540,292991,stable,medium,medium,9.7,True,passed,False,unusual_large_transaction,retail,-0.7,9.0,6.9,True,high
117358,59,contract,775,good,frugal,low,False,True,770559,7.01,10,0.8,0.74,3.14,4,225038,235232,stable,low,high,8.1,False,passed,False,sudden_address_change,hospitality,2.8,4.9,5.2,True,high
76354,65,freelancer,732,mixed,spending_heavy,high,False,True,147240,10.29,12,0.83,0.12,2.13,0,788476,472929,rising,low,medium,11.4,False,passed,False,unusual_large_transaction,manufacturing,3.9,7.7,5.0,True,low
73216,48,freelancer,354,late_payments,frugal,medium,True,False,281073,10.52,16,0.55,0.3,4.85,3,903692,767357,stable,medium,medium,13.6,True,passed,False,unusual_large_transaction,hospitality,4.1,9.7,10.0,False,high
65957,51,contract,791,default,frugal,high,True,True,692860,11.32,10,0.9,0.34,2.48,4,841211,920776,falling,medium,low,8.8,True,passed,True,unusual_large_transaction,healthcare,7.5,3.7,5.0,False,medium
23973,45,self_employed,304,default,spending_heavy,high,False,True,139792,7.39,19,0.93,0.73,4.06,0,776153,494317,stable,medium,low,7.0,False,passed,False,"multiple_ids_used,sudden_address_change",construction,3.9,8.2,9.1,True,low
81130,28,freelancer,320,late_payments,spending_heavy,low,True,True,443384,8.05,22,0.72,0.14,1.01,4,320520,835892,stable,low,medium,13.4,True,failed,True,sudden_address_change,retail,-1.3,2.1,6.6,True,medium
32355,33,freelancer,362,good,spending_heavy,low,True,True,260932,6.21,11,0.66,0.54,2.3,1,360601,101577,rising,low,medium,3.6,False,failed,False,none,hospitality,-4.3,6.6,3.5,True,low
28450,24,self_employed,768,late_payments,moderate,medium,True,False,313353,8.07,30,0.69,0.73,1.97,5,585992,405657,stable,low,low,11.8,True,failed,False,multiple_ids_used,manufacturing,-1.1,2.3,7.5,False,medium
63736,47,freelancer,601,late_payments,frugal,high,False,True,725538,7.75,9,0.94,0.14,4.1,2,122382,817663,falling,high,medium,10.7,True,passed,True,"none,sudden_address_change",manufacturing,-0.7,7.0,5.9,True,low
68180,41,contract,534,default,moderate,high,False,False,415014,7.57,6,0.62,0.51,4.69,5,580062,729685,falling,high,low,7.7,True,failed,True,none,retail,-3.2,4.1,1.4,False,medium
92983,63,freelancer,513,good,moderate,high,False,False,524777,9.22,25,0.69,0.2,4.66,2,835498,292555,stable,high,low,4.8,False,failed,False,multiple_ids_used,manufacturing,7.4,7.0,1.9,True,medium
84481,24,contract,364,mixed,moderate,medium,True,True,465682,6.73,28,0.76,0.66,3.37,2,272406,850536,rising,low,low,5.8,False,failed,False,unusual_large_transaction,construction,5.4,4.9,2.5,False,medium
69227,56,self_employed,475,good,moderate,low,False,True,162597,6.95,18,0.67,0.33,3.86,4,320870,567222,falling,medium,low,6.7,True,failed,True,sudden_address_change,hospitality,3.1,9.1,8.3,False,medium
117669,63,contract,619,mixed,spending_heavy,medium,True,True,845942,9.02,8,0.62,0.55,5.67,3,711937,298954,stable,high,medium,9.3,True,passed,False,"unusual_large_transaction,sudden_address_change",hospitality,-0.6,2.1,3.1,False,low
96601,35,freelancer,412,default,frugal,low,False,True,601557,9.71,7,0.68,0.36,3.72,3,836337,774020,falling,high,medium,14.2,True,passed,False,"sudden_address_change,none",manufacturing,1.9,10.8,7.8,False,medium
125825,52,salaried,791,mixed,frugal,high,True,True,613237,6.27,7,0.93,0.33,3.13,3,533814,436204,falling,medium,medium,5.7,True,passed,False,"sudden_address_change,unusual_large_transaction",healthcare,-4.0,5.6,8.3,True,low
82873,55,freelancer,313,good,moderate,low,False,True,769130,5.03,5,0.65,0.11,1.94,4,244959,307677,falling,low,medium,13.2,False,passed,True,multiple_ids_used,healthcare,4.7,6.9,8.9,False,medium
95905,25,contract,510,good,frugal,high,False,False,857346,10.38,22,0.56,0.59,4.16,3,823661,907994,stable,high,high,13.7,False,passed,False,none,IT,7.6,10.4,7.7,True,high
27597,35,contract,512,good,frugal,high,True,False,654690,7.04,16,0.54,0.18,1.03,2,845373,221342,stable,low,low,12.2,False,passed,False,"multiple_ids_used,none",hospitality,2.1,6.8,7.2,False,low
147518,48,salaried,604,good,moderate,medium,True,True,834426,11.03,28,0.74,0.2,1.79,3,498417,768993,falling,medium,medium,11.8,False,passed,True,none,manufacturing,1.9,9.7,9.2,False,high
64277,33,salaried,749,good,spending_heavy,medium,False,True,925948,7.21,19,0.67,0.78,4.41,5,803938,868001,rising,high,high,8.0,False,failed,False,"multiple_ids_used,none",construction,-0.1,10.4,3.1,True,low
123913,51,salaried,746,late_payments,moderate,medium,True,False,638860,11.25,8,0.52,0.38,4.86,1,970511,618870,rising,medium,high,5.2,False,passed,False,"unusual_large_transaction,multiple_ids_used",construction,-0.1,9.3,7.0,True,low
64206,51,salaried,820,late_payments,moderate,high,True,True,375590,6.54,7,0.88,0.72,2.08,0,259297,324783,rising,high,low,5.6,True,failed,False,"multiple_ids_used,sudden_address_change",hospitality,3.0,7.0,3.0,True,low
149431,59,contract,614,default,frugal,medium,False,False,592181,7.97,27,0.86,0.47,5.7,3,973278,406625,falling,low,low,6.5,False,failed,False,none,hospitality,1.0,7.7,1.7,True,low
105981,49,freelancer,615,good,frugal,high,True,True,607312,9.91,18,0.72,0.33,5.74,4,868850,846985,stable,high,medium,7.8,True,failed,True,unusual_large_transaction,hospitality,0.2,4.4,3.8,False,medium
112238,31,freelancer,465,late_payments,frugal,low,True,False,77666,8.97,9,0.54,0.17,4.74,2,129803,768094,falling,medium,high,8.7,False,failed,True,"unusual_large_transaction,multiple_ids_used",hospitality,-3.5,11.5,5.5,True,medium
92332,55,self_employed,685,mixed,spending_heavy,low,False,False,926124,10.52,9,0.94,0.26,2.82,2,564908,942656,rising,medium,high,4.8,False,failed,False,"unusual_large_transaction,none",construction,-1.9,2.9,3.5,True,low
135055,57,contract,389,good,spending_heavy,high,False,False,183273,5.88,17,0.69,0.23,3.02,3,512360,405517,rising,low,medium,11.4,False,failed,False,"sudden_address_change,multiple_ids_used",IT,-1.2,11.9,3.7,True,low
86434,49,freelancer,315,default,frugal,high,True,False,231247,11.32,22,0.63,0.44,5.53,3,853390,752920,rising,high,high,5.0,True,passed,False,none,healthcare,-3.0,10.2,4.5,True,high
110533,42,self_employed,661,default,frugal,high,False,True,84312,8.15,7,0.66,0.23,3.29,0,490434,673132,falling,low,low,6.1,False,passed,False,sudden_address_change,construction,2.7,8.8,8.6,True,medium
91756,32,freelancer,554,mixed,frugal,medium,True,False,766163,8.95,12,0.87,0.13,4.04,5,180523,949015,rising,high,medium,5.6,False,failed,False,"none,sudden_address_change",construction,2.7,4.3,2.3,True,medium
23658,36,freelancer,651,late_payments,spending_heavy,high,True,False,428453,6.75,6,0.69,0.52,4.29,0,398488,667382,stable,medium,low,8.2,True,failed,False,unusual_large_transaction,retail,0.1,3.4,4.1,True,low
81249,21,salaried,492,default,moderate,low,True,False,629228,11.33,13,0.84,0.24,4.27,2,889437,237331,rising,low,low,4.5,True,passed,False,multiple_ids_used,IT,5.4,3.0,8.3,False,low
112779,28,contract,765,late_payments,spending_heavy,low,True,False,570804,9.02,14,0.62,0.36,3.2,4,194431,174365,rising,low,medium,13.0,True,passed,False,sudden_address_change,healthcare,-0.7,5.7,9.8,False,medium
108440,65,freelancer,428,good,spending_heavy,low,False,True,954679,9.13,14,0.85,0.43,5.99,1,446214,274005,rising,medium,high,5.0,True,passed,True,none,construction,5.7,7.8,6.2,False,high
49540,55,self_employed,387,mixed,frugal,high,False,False,969763,7.55,23,0.77,0.26,2.53,1,368989,873169,falling,high,medium,8.1,False,passed,True,unusual_large_transaction,healthcare,1.2,10.9,8.8,False,low
98961,26,salaried,643,default,moderate,low,False,False,82970,11.33,29,0.59,0.36,1.27,5,892694,158097,falling,medium,low,5.0,False,passed,False,multiple_ids_used,construction,-0.5,6.1,8.6,False,low
21517,31,contract,525,late_payments,frugal,medium,True,True,203547,8.31,25,0.89,0.37,4.62,2,469151,705759,rising,high,low,3.3,False,failed,False,"multiple_ids_used,sudden_address_change",hospitality,4.6,4.0,8.3,False,low
62129,21,contract,736,mixed,frugal,medium,True,True,768417,9.42,18,0.81,0.79,3.59,2,568567,716895,rising,high,low,6.7,True,passed,False,"none,sudden_address_change",healthcare,-0.2,11.3,6.2,False,low
122807,47,contract,411,late_payments,moderate,low,True,False,399347,7.3,15,0.94,0.11,3.94,3,177302,625142,rising,low,medium,6.0,True,failed,True,none,retail,3.6,6.4,4.5,False,high
112987,51,freelancer,542,mixed,spending_heavy,low,False,True,327137,7.85,12,0.75,0.47,3.51,5,669734,370738,rising,high,low,9.2,False,passed,True,none,healthcare,-1.8,3.8,1.8,True,high
124154,39,self_employed,800,good,moderate,high,False,False,692889,10.2,29,0.67,0.39,4.58,4,141265,139071,falling,low,high,11.7,True,passed,False,"sudden_address_change,none",IT,3.0,11.9,3.5,True,low
61811,64,freelancer,695,late_payments,frugal,medium,False,True,866270,6.56,18,0.83,0.56,3.32,0,862558,596865,stable,high,low,8.0,True,failed,True,"multiple_ids_used,none",IT,-0.2,5.0,5.8,False,low
34593,41,freelancer,449,late_payments,frugal,low,True,False,378152,9.81,11,0.72,0.7,2.25,2,679220,305632,stable,low,medium,6.0,False,passed,True,sudden_address_change,construction,-3.1,8.8,5.6,True,high
64418,26,freelancer,817,mixed,frugal,low,False,True,846640,10.69,19,0.53,0.35,1.61,1,349610,562950,stable,medium,medium,8.2,True,failed,True,sudden_address_change,retail,-0.3,4.7,5.2,True,low
75094,46,contract,389,default,moderate,high,False,False,780297,10.19,29,0.78,0.4,2.8,4,994499,578794,falling,high,medium,8.5,True,failed,False,none,healthcare,-3.7,5.7,9.4,True,low
